도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,
양주희망도서관,경기도,양주시,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,210,50021,32,397,7,14,경기도 양주시 삼숭로 38번길 78-47,경기도양주시청,031-8082-7460,3388,2299,http://www.libyj.go.kr,37.795797,127.107509,2017-10-31,
덕정도서관,경기도,양주시,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,261,128528,36,3943,7,14,경기도 양주시 화합로 1371번길 11,경기도양주시청,031-8082-7420,949,1818,http://www.libyj.go.kr,37.842948,127.063129,2017-10-31,
정보과학도서관,경기도,과천시,공공도서관,"금요일, 국가지정공휴일, 개관기념일",09:00,22:00,09:00,18:00,09:00,24:00,540,824841,184,20521,10,14,경기도 과천시 중앙로 24,과천시청,02-2150-3008,24080,10027,http://www.gclib.go.kr,37.4187291,126.9897092,2017-11-30,
문원도서관,경기도,과천시,공공도서관,"금요일, 국가지정공휴일, 개관기념일",09:00,22:00,09:00,18:00,09:00,24:00,110,53101,123,0,10,14,경기도 과천시 문원로 104,과천시청,02-2150-3080,1255,2538,http://www.gclib.go.kr,37.424736,127.0074163,2017-11-30,
즐거운,경기도,성남시,작은도서관,"매주 화,일요일, 국가지정공휴일",17:00,21:00,10:00,14:00,00:00,00:00,24,5441,0,0,2,7,경기도 성남시 분당구 서판교로 165,아파트입주민,031-8016-0360,,58,http://ct.snlib.net/snct/s_library/sa.asp?idx=43,37.3998376,127.0934592,2017-01-01,
가온누리,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,19:00,00:00,00:00,00:00,00:00,35,13452,0,0,4,14,경기도 성남시 분당구 서판교로 147,아파트입주민,070-4122-3226,,51,http://ct.snlib.net/snct/s_library/sa.asp?idx=44,37.3979834,127.0956162,2017-01-01,
숲속,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",11:00,17:00,00:00,00:00,00:00,00:00,20,4215,0,0,2,7,경기도 성남시 분당구 서판교로 193,아파트입주민,070-4211-9561,,58.9,http://ct.snlib.net/snct/s_library/sa.asp?idx=56,37.4016192,127.0920699,2017-01-01,
강상작은도서관,경기도,양평군,작은도서관,매주일월/공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,4598,3,39,5,7,경기도 양평군 강상면 송학길 60,경기도 양평군청,031-775-7483,3927,140,http://www.yplib.go.kr,37.4806946,127.4780667,2017-11-01,
강하작은도서관,경기도,양평군,작은도서관,매주일월/공휴일,09:00,18:00,09:00,18:00,00:00,00:00,48,9636,3,19,5,7,경기도 양평군 강하면 운심길 47,경기도 양평군청,031-771-4302,634,179,http://www.yplib.go.kr,37.4958237,127.4109236,2017-11-01,
고읍내작은도서관,경기도,양평군,작은도서관,매주일월/공휴일,09:00,18:00,09:00,18:00,00:00,00:00,66,2400,0,0,5,7,경기도 양평군 옥천면 옥천길 21,경기도 양평군청,031-771-5703,361,361,http://www.yplib.go.kr,37.5181908,127.4564111,2017-11-01,
서종작은도서관,경기도,양평군,작은도서관,매주일월/공휴일,09:00,18:00,09:00,18:00,00:00,00:00,36,17744,5,136,5,7,경기도 양평군 서종면 북한강로 777,경기도 양평군청,031-775-8258,1852,203,http://www.yplib.go.kr,37.6066913,127.3489874,2017-11-01,
청운작은도서관,경기도,양평군,작은도서관,매주일월/공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,3162,3,0,5,7,"경기도 양평군 청운면 용두민속장터길 2, 2층",경기도 양평군청,031-775-0552,2045,254,http://www.yplib.go.kr,37.5536314,127.7083138,2017-11-01,
개군작은도서관,경기도,양평군,작은도서관,매주일월/공휴일,09:00,18:00,09:00,18:00,00:00,00:00,47,3571,4,57,5,7,경기도 양평군 개군면 추읍로 37,경기도 양평군청,031-771-5624,179,168,http://www.yplib.go.kr,37.4278937,127.5420893,2017-11-01,
고맙습니다 시흥다문화작은도서관,경기도,시흥시,작은도서관,토·월요일/법정공휴일,10:00,19:00,00:00,00:00,10:00,19:00,16,7822,0,244,10,14,경기도 시흥시 공단1대로 259번길 5,외국인복지센터,070-4047-3982,1379,99,https://lib.siheung.go.kr/,37.3358656,126.7298396,2017-09-30,
은행골작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,8172,0,0,10,14,경기도 시흥시 수인로 3247번길 25,은행동 주민센터,031-310-4411,1801.11,70,https://lib.siheung.go.kr/,37.4361863,126.7979147,2017-09-30,
오이도작은도서관,경기도,시흥시,작은도서관,일요일/법정공휴일,09:00,18:00,09:30,16:00,00:00,00:00,55,7795,9,73,10,14,경기도 시흥시 옥터로 19번길 47,오이도문화복지센터,031-319-4800,422,138,https://lib.siheung.go.kr/,,,2017-09-30,
함현공원작은도서관,경기도,시흥시,작은도서관,일·월요일/법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,15,9436,0,0,10,14,경기도 시흥시 함송로 29번길 23,정왕4동주민자치위원회,070-4187-2634,100,100,https://lib.siheung.go.kr/,37.3653613,126.7322276,2017-09-30,
늠내골실버작은도서관,경기도,시흥시,작은도서관,일요일/법정공휴일,09:00,18:00,09:00,14:00,00:00,00:00,24,5735,9,0,10,14,경기도 시흥시 장현능곡로 214,노인종합복지관,031-404-3100,3960,85,https://lib.siheung.go.kr/,37.3684744,126.8133505,2017-09-30,
꿈나무작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,74,15365,4,220,10,14,경기도 시흥시 정왕대로 233번길 27,정왕종합사회복지관,031-434-8040,2731.47,194,https://lib.siheung.go.kr/,37.347198,126.7407458,2017-09-30,
우리동네작은도서관,경기도,시흥시,작은도서관,일요일/법정공휴일,09:00,18:00,09:00,13:00,00:00,00:00,24,9495,5,279,10,14,경기도 시흥시 시흥대로 1087,작은자리종합사회복지관,070-7004-1979,985.6,120,https://lib.siheung.go.kr/,37.4328796,126.7927376,2017-09-30,
감나무골작은도서관,경기도,시흥시,작은도서관,일요일/법정공휴일,09:00,18:00,09:00,14:00,00:00,00:00,36,11000,12,312,10,14,경기도 시흥시 목감초등길 45,목감종합사회복지관,070-4361-8808,1087,99,https://lib.siheung.go.kr/,37.3858008,126.8579313,2017-09-30,
옥구공원숲속도서관,경기도,시흥시,작은도서관,일요일/법정공휴일,10:00,17:00,10:00,17:00,00:00,00:00,20,2828,0,0,10,14,경기도 시흥시 오이도로 58,새마을문고 시흥시지부,031-319-8519,46.2,45,https://lib.siheung.go.kr/,37.3517522,126.7008661,2017-09-30,
중앙도서관,경기도,시흥시,공공도서관,"2,4주 월요일/법정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,730,187951,44,12440,10,14,경기도 시흥시 정왕대로 191,시흥시청,031-310-5230,5013,3904,https://lib.siheung.go.kr/,37.3479975,126.7356418,2017-09-30,
대야도서관,경기도,시흥시,공공도서관,"2,4주 금요일/법정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,452,189691,39,12178,10,14,경기도 시흥시 은행로 173번길14,시흥시청,031-310-5271,4146,1317,https://lib.siheung.go.kr/,37.4452661,126.796579,2017-09-30,
대야어린이도서관,경기도,시흥시,어린이도서관,월요일/법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,390,106904,12,4185,10,14,경기도 시흥시 비둘기공원로 25,시흥시청,031-310-5241,1597.8,2993.64,https://lib.siheung.go.kr/,37.4437362,126.7925151,2017-09-30,
군자도서관,경기도,시흥시,공공도서관,"1,3,5주 월요일/법정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,62,64575,31,1507,10,14,경기도 시흥시 군자로 499,시흥시청,031-310-5196,1305,1499,https://lib.siheung.go.kr/,37.345531,126.7850814,2017-09-30,
정왕어린이도서관,경기도,시흥시,어린이도서관,매주 금요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,85,52177,14,1574,10,14,경기도 시흥시 정왕시장길 45,시흥시청,031-310-5180,1030,997,https://lib.siheung.go.kr/,37.3451686,126.7480321,2017-09-30,
신천도서관,경기도,시흥시,공공도서관,매주 월요일/법정공휴일,10:00,18:00,10:00,18:00,10:00,18:00,45,42167,10,520,10,14,경기도 시흥시 신천로 89-18,시흥시청,031-310-2573,746,662.82,https://lib.siheung.go.kr/,37.4383255,126.784937,2017-09-30,
검바위초작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,09:00,16:30,00:00,00:00,00:00,00:00,65,2423,0,0,10,14,경기도 시흥시 수인로 3247번길 59,검바위초등학교,070-7097-1047,165,165,https://lib.siheung.go.kr/,37.4327455,126.7984664,2017-09-30,
매화도서관,경기도,시흥시,공공도서관,매주 월요일/법정공휴일,10:00,18:00,10:00,18:00,10:00,18:00,75,40603,12,479,10,14,경기도 시흥시 매화로 20,시흥시청,031-310-2580,859,796.85,https://lib.siheung.go.kr/,37.4175197,126.8155201,2017-09-30,
삼립식품작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,25,3120,3,193,10,14,경기도 시흥시 공단1대로 101,㈜삼립식품,031-496-2333,80,80,https://lib.siheung.go.kr/,37.3451392,126.7155073,2017-09-30,
평안골작은도서관,경기도,시흥시,작은도서관,일요일/법정공휴일,10:00,17:00,10:00,17:00,00:00,00:00,20,4486,0,0,10,14,경기도 시흥시 정왕대로 298번길 36,정왕1동주민자치위원회,070-8814-5223,70,70,https://lib.siheung.go.kr/,37.3392528,126.7415295,2017-09-30,
꿈빛작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,10,1837,0,0,10,14,경기도 시흥시 금오로 383,과림동주민자치위원회,031-310-4669,59,59,https://lib.siheung.go.kr/,37.4368545,126.8329067,2017-09-30,
새재골작은도서관,경기도,시흥시,작은도서관,일요일/법정공휴일,10:00,17:00,13:00,17:00,00:00,00:00,10,2143,0,0,10,14,경기도 시흥시 새재로 26,연성동주민센터,070-7706-8838,36,36,https://lib.siheung.go.kr/,37.3806935,126.8032709,2017-09-30,
솔숲작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,1202,0,0,10,14,경기도 시흥시 미산로144번길 17,신현동 주민센터,031-435-0710,62,62,https://lib.siheung.go.kr/,37.4194886,126.7916002,2017-09-30,
학미숲작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,11508,0,3,10,14,경기도 시흥시 신현로 52,신현동 주민센터,031-316-1331,678.81,72,https://lib.siheung.go.kr/,37.4058257,126.7845794,2017-09-30,
능곡도서관,경기도,시흥시,공공도서관,"1,3,5주 금요일/법정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,145,84601,36,1891,10,14,경기도 시흥시 능곡중앙로 85,시흥시청,031-310-2560,1500,3560,https://lib.siheung.go.kr/,37.3715549,126.812767,2017-09-30,
월곶도서관,경기도,시흥시,공공도서관,매주 월요일/법정공휴일,10:00,18:00,10:00,18:00,10:00,18:00,129,30057,14,206,10,14,경기도 시흥시 월곶해안로 161번길 7,시흥시청,031-310-2591,2332.2,703.71,https://lib.siheung.go.kr/,37.3887425,126.736221,2017-09-30,
진로도서관,경기도,시흥시,공공도서관,"일요일, 월요일/법정공휴일",10:00,19:00,09:00,18:00,09:00,18:00,50,4868,16,155,10,14,경기도 시흥시 소래산길 11,시흥시청,031-310-2561,190,311,https://lib.siheung.go.kr/,37.4491015,126.7849623,2017-09-30,
장곡도서관,경기도,시흥시,공공도서관,매주 월요일/법정공휴일,10:00,18:00,10:00,18:00,10:00,18:00,125,26518,24,141,10,14,경기도 시흥시 인선길 52,시흥시청,031-310-5233,1920,1920,https://lib.siheung.go.kr/,37.377495,126.7829906,2017-09-30,
민들레작은도서관,경기도,시흥시,작은도서관,토·일요일/법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,27,6905,0,6,10,14,경기도 시흥시 함송로29번길 67,함현상생종합사회복지관,,847.48,108,https://lib.siheung.go.kr/,37.3641928,126.7374696,2017-09-30,
포천시립중앙도서관,경기도,포천시,공공도서관,"매월마지막주금요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,326,88418,50,7798,7,14,경기도 포천시 중앙로207번길26,경기도 포천시,031-538-3912,6815,4919,https://lib.pocheon.go.kr/center/,37.908101,127.205771,2017-11-21,
포천시립소흘도서관,경기도,포천시,공공도서관,"매월 마지막주 월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,185,70131,43,1540,7,14,경기도 포천시 송우로 101-29,경기도 포천시,031-538-3951,3992,1998,https://lib.pochoen.go.kr/sh,37.829751,127.137558,2017-11-21,
포천시립일동도서관,경기도,포천시,공공도서관,"매주 월요일, 법정 공휴일",09:00,22:00,09:00,15:00,09:00,18:00,260,74361,39,2693,7,14,경기도 포천시 일동면 화동로 1021,경기도 포천시,031-538-3931,1745,1999.85,http://lib.pocheon.go.kr/id,37.954934,127.315553,2017-11-21,
포천시립영중꿈나무도서관,경기도,포천시,공공도서관,"매주 일요일, 월요일, 법정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,0,31472,15,1725,7,14,경기도 포천시 영북면 양문로 151,포천시립영중꿈나무도서관,031-538-3942,6600,611,https://lib.pocheon.go.kr/yb/,38.005629,127.245302,2017-11-21,
포천시립영북도서관,경기도,포천시,공공도서관,"매주 금요일, 법정공휴일",09:00,20:00,09:00,18:00,00:00,00:00,38,24624,38,1006,7,14,경기도 포천시 영북면 운천안길 3,경기도 포천시,031-538-3971,1382,1127,https://lib.pocheon.go.kr/yj/,38.087683,127.274171,2017-11-21,
아름널,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",12:00,19:00,09:00,13:00,00:00,00:00,60,9115,0,0,3,7,경기도 성남시 분당구 판교역로 102,아파트입주민,031-8016-0453,,62.4,http://ct.snlib.net/snct/s_library/sa.asp?idx=50,37.3893406,127.1122365,2017-01-01,
해담은푸그,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",12:00,18:00,00:00,00:00,00:00,00:00,30,11868,0,0,3,7,경기도 성남시 분당구 동판교로 123,아파트입주민,031-703-0219,,475,http://ct.snlib.net/snct/s_library/sa.asp?idx=89,37.3935489,127.1136251,2017-01-01,
책누리,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,20,6070,0,0,2,7,경기도 성남시 분당구 동판교로 225,아파트입주민,031-8016-3369,,63,http://ct.snlib.net/snct/s_library/sa.asp?idx=57,37.4029121,127.1138019,2017-01-01,
샘물어린이,경기도,성남시,작은도서관,"매주 토요일, 국가지정공휴일",11:00,17:00,00:00,00:00,09:00,16:00,100,17535,0,0,2,7,경기도 성남시 분당구 내정로 17번길 8,샘물교회,031-714-3013,,47.2,http://ct.snlib.net/snct/s_library/sa.asp?idx=55,37.3619011,127.1138347,2017-01-01,
독수리,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",11:30,17:30,00:00,00:00,00:00,00:00,24,8515,0,0,6,14,경기도 성남시 분당구 동판교로 122,아파트입주민,070-8879-8841,,127.6,http://ct.snlib.net/snct/s_library/sa.asp?idx=88,37.3926347,127.1196495,2017-01-01,
하늘창,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,18:00,10:00,14:30,00:00,00:00,30,3881,0,0,4,7,경기도 성남시 분당구 대왕판교로 644번길 65,아파트입주민,031-8016-6421,,92,http://ct.snlib.net/snct/s_library/sa.asp?idx=105,37.4008099,127.1148513,2017-01-01,
쁘레네별찌(정자),경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,8,2360,0,0,0,0,"경기도 성남시 분당구 성남대로331번길 3-13, 303호",㈜쁘레네에쓰씨,031-726-3850,,96.9,,37.3643937,127.1076975,2017-01-01,
쁘레네별찌(판교),경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",11:00,18:00,00:00,00:00,00:00,00:00,16,2480,0,0,0,0,"경기도 성남시 분당구 판교로 376, 605호",㈜쁘레네에쓰씨,031-8016-1689,,57.2,,37.403955,127.1161708,2017-01-01,
책이랑,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",10:00,18:00,10:00,21:00,00:00,00:00,60,13305,0,0,7,14,경기도 성남시 중원구 박석로 25번길 44-10,함께하는주부모임,031-732-7004,,311,http://ct.snlib.net/snct/s_library/sa.asp?idx=14,37.4354088,127.1612988,2017-01-01,
하늘달팽이,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",10:00,18:00,13:00,18:00,00:00,00:00,30,12486,0,0,6,14,경기도 성남시 수정구 양지로 35번길 4,양지제1 복지회관,070-8861-0574,,146,http://ct.snlib.net/snct/s_library/gong.asp?idx=11,37.4581017,127.1626179,2017-01-01,
어울림,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,100,8237,0,0,8,7,경기도 성남시 분당구 동판교로 156,아파트입주민,031-8016-2994,,213,http://ct.snlib.net/snct/s_library/sa.asp?idx=97,37.3951397,127.1195361,2017-01-01,
겨자씨,경기도,성남시,작은도서관,"매주 월,일요일, 국가지정공휴일",14:00,17:30,10:00,16:00,00:00,00:00,20,5236,0,0,3,7,경기도 성남시 분당구 미금로 215,예가교회,031-717-9399,,53.8,http://ct.snlib.net/snct/s_library/sa.asp?idx=87,37.3514077,127.1119408,2017-01-01,
될성푸른나무,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",13:00,18:00,10:00,15:00,00:00,00:00,45,5932,0,0,2,7,경기도 성남시 분당구 정자일로 55,아파트입주민,031-719-5006,,237,http://ct.snlib.net/snct/s_library/sa.asp?idx=98,37.3554214,127.1055807,2017-01-01,
푸른솔,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,20,7389,0,0,5,7,경기도 성남시 분당구 동판교로 226,아파트입주민,031-8017-2208,,87,http://ct.snlib.net/snct/s_library/sa.asp?idx=45,37.4024544,127.117465,2017-01-01,
솔샘,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",12:00,18:00,10:00,12:00,00:00,00:00,48,10305,0,0,6,7,경기도 성남시 분당구 판교역로 98,아파트입주민,070-4403-0173,,67.9,http://ct.snlib.net/snct/s_library/sa.asp?idx=53,37.3893384,127.1107685,2017-01-01,
글향기,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,12,7253,0,0,3,7,경기도 성남시 분당구 판교역로 100,아파트입주민,070-8840-1230,,69.7,http://ct.snlib.net/snct/s_library/sa.asp?idx=54,37.3899872,127.1107017,2017-01-01,
신미주,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",14:00,17:00,11:00,17:00,00:00,00:00,40,7868,0,0,5,7,경기도 성남시 분당구 동판교로 275,아파트입주민,031-702-9577,,64.1,http://ct.snlib.net/snct/s_library/sa.asp?idx=52,37.4064251,127.1148689,2017-01-01,
아튼빌,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,45,12519,0,0,4,7,"경기도 성남시 중원구 둔촌대로 300, 1004동 1층",아파트입주민,031-751-2708,,201,http://ct.snlib.net/snct/s_library/sa.asp?idx=17,37.4290773,127.1497609,2017-01-01,
정자청소년,경기도,성남시,작은도서관,"2.4주 일요일, 국가지정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,72,25907,0,0,6,14,경기도 성남시 분당구 성남대로 407번길 12,청소년 육성재단,031-729-9580,,281,http://ct.snlib.net/snct/s_library/gong.asp?idx=10,37.372761,127.1063231,2017-01-01,
드림랜드,경기도,성남시,작은도서관,"매주 평일, 매주 일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,50,3000,0,0,0,0,경기도 성남시 수정구 산성대로 613,금광교회,031-731-9191,,348,http://ct.snlib.net/snct/s_library/sa.asp?idx=103,37.464423,127.1704356,2017-01-01,
구미도서관,경기도,성남시,공공도서관,"1.3주 금요일,신정설날 및 추석연휴",07:00,00:00,07:00,00:00,07:00,00:00,570,212152,95,6092,6,14,경기도 성남시 분당구 미금일로 105,성남시,031-729-4692,,6824,http://gm.snlib.go.kr,37.3455298,127.1076886,2017-01-01,
한림풀에버,경기도,성남시,작은도서관,없음,18:00,23:00,18:00,23:00,18:00,23:00,25,2000,0,0,0,0,경기도 성남시 분당구 서판교로 29,아파트입주민,031-8016-7800,,40,,37.389881,127.0973133,2017-01-01,
꿈너비,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",13:00,19:00,00:00,00:00,00:00,00:00,50,3575,0,0,5,7,경기도 성남시 분당구 동판교로 212,아파트입주민,031-8017-3050,,120,http://ct.snlib.net/snct/s_library/sa.asp?idx=90,37.4017948,127.1175408,2017-01-01,
은행2동,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,38,3198,0,0,6,14,"경기도 성남시 중원구 은이로 21, 2층",주민센터,031-729-6718,,99,http://ct.snlib.net/snct/s_library/gong.asp?idx=110,37.4570872,127.1665173,2017-01-01,
하은,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",11:00,19:00,00:00,00:00,00:00,00:00,23,5536,0,0,3,7,"경기도 성남시 수정구 수정북로 60, 3층",교회,070-4151-8975,,83,http://ct.snlib.net/snct/s_library/sa.asp?idx=28,37.4429154,127.1360382,2017-01-01,
동네,경기도,성남시,작은도서관,"매주 월,토 휴무, 국가지정공휴일",11:00,19:00,00:00,00:00,00:00,00:00,28,4000,0,0,3,7,"경기도 성남시 수정구 탄리로 47, 2층",개인,031-729-4631,,93,http://ct.snlib.net/snct/s_library/sa.asp?idx=119,37.4402619,127.1368877,2017-01-01,
래미안금광,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",14:00,20:00,00:00,00:00,00:00,00:00,48,12935,0,0,6,7,"경기도 성남시 중원구 황송로 77, 103동 1층",아파트입주민,031-734-0923,,295,http://ct.snlib.net/snct/s_library/sa.asp?idx=16,37.4510295,127.1735199,2017-01-01,
믿음,경기도,성남시,작은도서관,"매주 일요일, 월요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,14,1000,0,0,3,7,경기도 성남시 중원구 제일로 244,믿음교회,031-752-0422,,43,http://ct.snlib.go.kr/snct/s_library/sa.asp?idx=131,,,2017-01-01,
대은,경기도,성남시,작은도서관,"매주 월요일, 국가지정공휴일",13:00,19:00,13:00,19:00,00:00,00:00,20,5000,0,0,3,14,경기도 성남시 중원구 금상로 87번길 6-6,대은교회,070-7760-1044,,66,http://ct.snlib.net/snct/s_library/sa.asp?idx=13,37.4424603,127.1651198,2017-01-01,
예꿈,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,21:00,00:00,00:00,09:00,17:00,50,6390,0,0,5,7,경기도 성남시 중원구 둔촌대로 413번길 42-1,산성교회,070-4102-0675,,45,http://ct.snlib.net/snct/s_library/sa.asp?idx=20,37.4370138,127.1630423,2017-01-01,
물푸레,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",10:00,18:00,10:00,12:00,00:00,00:00,30,9846,0,0,4,7,경기도 성남시 중원구 희망로 400번길 48 1층,성남여성회,031-736-5659,,63,http://ct.snlib.net/snct/s_library/sa.asp?idx=21,37.442641,127.1647812,2017-01-01,
초롱불,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",10:00,18:00,10:00,17:00,00:00,00:00,30,4000,0,0,7,7,"경기도 성남시 중원구 마지로 155번길 25, 3층",중원어울림공동체,031-698-3496,,104,http://ct.snlib.net/snct/s_library/sa.asp?idx=118,37.4276508,127.1491706,2017-01-01,
자이,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,19,6072,0,0,5,14,경기도 성남시 중원구 둔촌대로 363,아파트입주민,031-752-0388,,73,http://ct.snlib.net/snct/s_library/sa.asp?idx=61,37.4329729,127.1556305,2017-01-01,
중원아사모,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,20,1300,0,0,3,7,"경기도 성남시 중원구 금상로82번길 42, 1층",아이를 사랑하는 엄마들의 모임,031-729-4631,,37,http://ct.snlib.go.kr/snct/s_library/sa.asp?idx=132,37.4385626,127.1663407,2017-01-01,
섬마을5단지,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",12:00,18:00,13:00,16:00,00:00,00:00,40,7950,0,0,3,14,"경기도 성남시 중원구 도촌북로 78, 506동 1층",아파트입주민,070-4085-7234,,74,http://ct.snlib.net/snct/s_library/sa.asp?idx=78,37.4153739,127.1585447,2017-01-01,
분당도서관,경기도,성남시,공공도서관,"2.4주 월요일,신정설날 및 추석연휴",07:00,00:00,07:00,00:00,07:00,00:00,514,321464,109,9899,6,14,경기도 성남시 분당구 불정로 110,성남시,031-729-4662,,8525,http://bd.snlib.go.kr,37.3581033,127.1165786,2017-01-01,
꿈&휴,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",10:00,20:00,00:00,00:00,00:00,00:00,31,8063,0,0,2,8,경기도 성남시 중원구 성남대로 1000 센트럴파크 커뮤니티내,성남센트럴파크,031-755-0128,,177,http://ct.snlib.net/snct/s_library/sa.asp?idx=79,37.4184616,127.1298124,2017-01-01,
아름드리,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:30,17:30,09:00,13:00,00:00,00:00,20,9192,0,0,4,7,경기도 성남시 분당구 야탑로 245번길 11,아파트입주민,031-705-0612,,49,http://ct.snlib.net/snct/s_library/sa.asp?idx=31,37.4079814,127.1449885,2017-01-01,
롯데캐슬,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",14:30,18:00,15:00,17:30,00:00,00:00,20,2780,0,0,3,7,경기도 성남시 중원구 희망로 415,아파트입주민,031-736-1999,,108,http://ct.snlib.net/snct/s_library/sa.asp?idx=81,37.4431419,127.1568585,2017-01-01,
영도,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",12:00,18:00,12:00,18:00,12:00,18:00,30,5543,0,0,2,7,경기도 성남시 중원구 둔촌대로 331,영도교회,070-4347-0937,,40,http://ct.snlib.net/snct/s_library/sa.asp?idx=82,37.431011,127.1545915,2017-01-01,
해피드림,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",14:00,20:00,00:00,00:00,00:00,00:00,25,1960,0,0,2,7,경기도 성남시 중원구 황송로 77번길 5,금광제일교회,031-736-4437,,42,http://ct.snlib.net/snct/s_library/sa.asp?idx=83,37.4491451,127.1731765,2017-01-01,
푸른마을,경기도,성남시,작은도서관,"매주 일요일, 국가지정공휴일",11:00,17:00,14:00,16:00,00:00,00:00,20,12596,0,0,9,7,경기도 성남시 분당구 백현로 227,아파트입주민,031-711-9164,,63,http://ct.snlib.net/snct/s_library/sa.asp?idx=47,37.3693527,127.1227555,2017-01-01,
해피유,경기도,성남시,작은도서관,"매주 주말, 국가지정공휴일",13:00,18:00,00:00,00:00,00:00,00:00,8,2481,0,0,3,7,"경기도 성남시 중원구 성남대로 1133, 514호",해피유자립생활센터,031-721-9705,,41,http://ct.snlib.net/snct/s_library/sa.asp?idx=85,37.4310555,127.1286411,2017-01-01,
