지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
상원고등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 월배로 241 (상인동),대구광역시 달서구 상인동 1,35.82285751,128.5367335,17000,5100,Y,053-640-5504,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
달배공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1404,대구광역시 달서구 상인동 1404,35.81687996,128.5371137,1503,455,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
민들레공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1429-1,대구광역시 달서구 상인동 1429-1,35.81499871,128.5365477,1503,455,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
해바라기공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1442,대구광역시 달서구 상인동 1442,35.8149591,128.5333051,1787,541,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
감성테마공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1461,대구광역시 달서구 상인동 1461,35.81069551,128.535389977,1681,509,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월배공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상원로 32,대구광역시 달서구 상인동 1421-22,35.81284365,128.5367434,10045,3043,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
매화공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1109-10,대구광역시 달서구 상인동 1109-10,35.8110077,128.5441117,2814,852,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상인초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 월곡로 211 (상인동),대구광역시 달서구 상인동 481,35.81293412,128.5426752,6382,1933,Y,053-234-1371,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
유림공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1549,대구광역시 달서구 상인동 1549,35.81431048,128.5492025,2867,229,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
서광공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1557-1,대구광역시 달서구 상인동 1557-1,35.81225098,128.5462337,1514,121,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월촌공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인로 68-4,대구광역시 달서구 상인동 1559,35.81283325,128.548993,9745,780,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
비둘기공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1563-1,대구광역시 달서구 상인동 1563-1,35.81017668,128.552405,1729,138,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
당산공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1569,대구광역시 달서구 상인동 1569,35.8104851,128.5480474,1518,121,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
채정공원,지진대피소,옥외대피소,공원,대구광역시 달서구 월곡로26안길 27,대구광역시 달서구 상인동 1581,35.80967377,128.5500446,1634,131,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
은행공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1589,대구광역시 달서구 상인동 1589,35.80698102,128.5515198,1976,158,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
장미공원,지진대피소,옥외대피소,공원,대구광역시 달서구 상인동 1592-3,대구광역시 달서구 상인동 1592-3,35.80784043,128.5547457,1531,122,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상원초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 월곡로20길 15 (상인동),대구광역시 달서구 상인동 1588,35.80638101,128.5506747,5884,1783,Y,053-234-3018,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월곡초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 상인로 40 (상인동),대구광역시 달서구 상인동 1560,35.81217419,128.549232,2700,818,Y,053-234-2930,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상인중학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 상인로 34 (상인동),대구광역시 달서구 상인동 1561,35.81140407,128.5501008,4867,1474,Y,053-234-6862,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상인고등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 상인로 24 (상인동),대구광역시 달서구 상인동 1562,35.81046143,128.5512451,5066,1535,Y,053-231-5189,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
한실들공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1429-3,대구광역시 달서구 도원동 1429-3,35.80833356,128.5334709,1943,588,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
사계절공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1438-2,대구광역시 달서구 도원동 1438-2,35.8082494,128.5381841,2520,763,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
가람공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1439-3,대구광역시 달서구 도원동 1439-3,35.80764144,128.5410900395,2062,624,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
아람공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1440-2,대구광역시 달서구 도원동 1440-2,35.80605156,128.529771,1666,504,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
별모람공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1441-2,대구광역시 달서구 도원동 1441-2,35.8049038,128.5324963,3262,988,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
별메공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1442-4,대구광역시 달서구 도원동 1442-4,35.80567267,128.5339067,2898,878,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
강산공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1443-1,대구광역시 달서구 도원동 1443-1,35.80517743,128.5378313,2538,769,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
미리샘공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1444-3,대구광역시 달서구 도원동 1444-3,35.80514282,128.5415156,2084,631,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
도원공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1451,대구광역시 달서구 도원동 1451,35.80682774,128.5456211,2823,855,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
산새공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1457-1,대구광역시 달서구 도원동 1457-1,35.80413975,128.5320265,1925,583,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
둥지공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1461,대구광역시 달서구 도원동 1461,35.80269646,128.5363319,2981,903,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월광수변공원,지진대피소,옥외대피소,공원,대구광역시 달서구 월곡로 5,대구광역시 달서구 도원동 898-1,35.79880265,128.5482989,40163,12170,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
도원공원(서한이다음),지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 575-2,대구광역시 달서구 도원동 575-2,35.80773769,128.5476855,2466,747,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
원덕공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 670,대구광역시 달서구 도원동 670,35.80571157,128.5472732,2535,768,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
도원근린공원,지진대피소,옥외대피소,공원,대구광역시 달서구 미리샘길 26,대구광역시 달서구 도원동 1454,35.8062601,128.5435924,16031,4857,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
나래공원,지진대피소,옥외대피소,공원,대구광역시 달서구 도원동 1428-1,대구광역시 달서구 도원동 1428-1,35.80898835,128.5301225,2524,764,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
노전초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 한실로 43 (도원동),대구광역시 달서구 도원동 1428-3,35.80818139,128.5312015,45892,13906,Y,053-234-3350,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대곡중학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 도원남로 5 (도원동),대구광역시 달서구 도원동 1441,35.80634619,128.5324396,11110,3366,Y,053-234-6770,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구교대부설초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 도원남로 19 (도원동),대구광역시 달서구 도원동 1441-1,35.80597685,128.5323929,11492,3482,Y,053-234-5337,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대곡초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 도원남로 60 (도원동),대구광역시 달서구 도원동 1458,35.80330296,128.5357496,11360,3442,Y,053-234-3200,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대곡고등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 도원남로 80 (도원동),대구광역시 달서구 도원동 1459,35.80324393,128.5368557,13204,4001,Y,053-231-5671,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
도원초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 도원남로 100-30 (도원동),대구광역시 달서구 도원동 1455,35.80469833,128.5421433,11746,3559,Y,053-234-3504,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
도원중학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 미리샘길 32 (도원동),대구광역시 달서구 도원동 1452,35.806272,128.5449424,11026,3341,Y,053-234-7055,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
도원고등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 미리샘길 52 (도원동),대구광역시 달서구 도원동 1453,35.80530523,128.5454558,13106,3971,Y,053-231-6000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
송경공공공지,지진대피소,옥외대피소,공원,대구광역시 달서구 송현동 794-2,대구광역시 달서구 송현동 794-2,35.82555987,128.5490367,1540,123,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대남전원공원,지진대피소,옥외대피소,공원,대구광역시 달서구 송현동 1955-1,대구광역시 달서구 송현동 1955-1,35.82295844,128.5502582,1653,132,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
치영공원,지진대피소,옥외대피소,공원,대구광역시 달서구 송현동 1966-5,대구광역시 달서구 송현동 1966-5,35.82446957,128.5528916,1662,133,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
송지공원,지진대피소,옥외대피소,공원,대구광역시 달서구 송현동 1977,대구광역시 달서구 송현동 1977,35.82627731,128.5556933,1649,132,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
솔밭공원,지진대피소,옥외대피소,공원,대구광역시 달서구 송현동 1982-1,대구광역시 달서구 송현동 1982-1,35.82926113,128.5536555,1648,132,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
장관공원,지진대피소,옥외대피소,공원,대구광역시 달서구 송현동 1993-2,대구광역시 달서구 송현동 1993-2,35.82895733,128.5569737,1650,132,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구대남초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 월배로68길 91 (송현동),대구광역시 달서구 송현동 1961,35.82417739,128.5517497,13889,4208,Y,053-234-2107,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
토끼와거북이공원,지진대피소,옥외대피소,공원,대구광역시 달서구 송현동 147,대구광역시 달서구 송현동 147,35.83299096,128.5520654,1883,550,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
구암공원,지진대피소,옥외대피소,공원,대구광역시 달서구 월배로67안길 14,대구광역시 달서구 송현동 1918-2,35.82668106,128.5462886,1651,450,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
송현초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 송현로 128 (송현동),대구광역시 달서구 송현동 1908,35.82867964,128.5448303,10310,2800,Y,053-234-1489,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
송현2동공영주차장,지진대피소,옥외대피소,기타,대구광역시 달서구 송현동 496-1,대구광역시 달서구 송현동 496-1,35.83221837,128.5475773,1083,310,Y,053-667-3014,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
애화공원,지진대피소,옥외대피소,공원,대구광역시 달서구 본동 616-3,대구광역시 달서구 본동 616-3,35.83389952,128.5345611,1720,138,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
한마음공원,지진대피소,옥외대피소,공원,대구광역시 달서구 본동 616-5,대구광역시 달서구 본동 616-5,35.83169653,128.5353986,1754,140,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
피터펜공원,지진대피소,옥외대피소,공원,대구광역시 달서구 본동 790,대구광역시 달서구 본동 790,35.83586853,128.5396771,1651,132,Y,000-0000-0000,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구공업대학(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 본동 830,대구광역시 달서구 본동 830,35.83577031,128.543462,59240,4560,Y,053-560-3731,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
남송초등학교(운동장),지진대피소,옥외대피소,운동장,대구광역시 달서구 송현로 192,대구광역시 달서구 본동 275-1,35.83491454,128.5453379,14300,1110,Y,053-234-2210,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
본동1공영주차장,지진대피소,옥외대피소,기타,대구광역시 달서구 본동 886-5,대구광역시 달서구 본동 886-5,35.83585016,128.5357365,627,110,Y,053-667-3014,,별도지구지정사항없음,,,,미적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
성당동행정복지센터(신청사),지진대피소,실내대피소,기타,대구광역시 달서구 야외음악당로 38 (성당동),대구광역시 달서구 성당동 434-3,35.84062023,128.5531479,1315,398,Y,053-667-4015,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
남부초등학교(체조체육관동),지진대피소,실내대피소,학교,대구광역시 달서구 야외음악당로15길 46 (성당동),대구광역시 달서구 성당동 660,35.8444475,128.5499642,2964,898,Y,053-651-7435,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
내당초등학교(남관동),지진대피소,실내대피소,학교,대구광역시 달서구 명덕로 22-9 (두류동),대구광역시 달서구 두류동 1202-1,35.86064752,128.5723872,3268,990,Y,053-234-0746,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
성남초등학교(교사동),지진대피소,실내대피소,학교,대구광역시 달서구 성당로47길 35 (두류동),대구광역시 달서구 두류동 812-1,35.85329312,128.572301,9982,3024,Y,053-235-9500,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
구남보건고등학교(체육관동),지진대피소,실내대피소,학교,대구광역시 달서구 두류남길 10 (두류동),대구광역시 달서구 두류동 1207-1,35.85819426,128.5727349,784,237,Y,053-235-9500,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
구남보건고등학교(급식동),지진대피소,실내대피소,학교,대구광역시 달서구 두류남길 10 (두류동),대구광역시 달서구 두류동 1207-1,35.85819426,128.5727349,1453,440,Y,053-235-9500,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
신흥초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 두류공원로 257 (두류동),대구광역시 달서구 두류동 472-1,35.85636965,128.5563466,6637,2000,Y,053-234-0710,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
본리도서관,지진대피소,실내대피소,기타,대구광역시 달서구 당산로 37-25 (본리동),대구광역시 달서구 본리동 88-6,35.84056384,128.5418122,2040,200,Y,053-667-4852,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
본리동주민센터,지진대피소,실내대피소,기타,대구광역시 달서구 당산로 37-14 (본리동),대구광역시 달서구 본리동 110-4,35.84100843,128.5431547,3560,350,Y,053-667-4145,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
덕인초등학교(다목적강당),지진대피소,실내대피소,학교,대구광역시 달서구 대명천로43길 66 (본리동),대구광역시 달서구 본리동 407-1,35.83856881,128.5344708,1290,391,Y,053-720-3703,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
성당초등학교(급식소 및 다목적강당),지진대피소,실내대피소,학교,대구광역시 달서구 대명천로 118,대구광역시 달서구 본리동 166-1,35.84057495,128.5473028,3330,1009,Y,053-234-1905,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
본리초등학교(연결복도동),지진대피소,실내대피소,학교,대구광역시 달서구 장기로 198 (감삼동),대구광역시 달서구 감삼동 338,35.84458911,128.5386293,120,36,Y,053-234-1281,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
본리초등학교(특별교실동),지진대피소,실내대피소,학교,대구광역시 달서구 장기로 198 (감삼동),대구광역시 달서구 감삼동 338,35.84458911,128.5386293,1220,369,Y,053-234-1281,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
감삼초등학교(다목적교실동),지진대피소,실내대피소,학교,대구광역시 달서구 당산로 123 (감삼동),대구광역시 달서구 감삼동 196-1,35.84915611,128.5452142,337,102,Y,053-567-1328,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
죽전초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 죽전길 127 (죽전동),대구광역시 달서구 죽전동 174-1,35.85778773,128.5399257,4928,900,Y,053-234-1771,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구강서소방서 죽전119안전센터,지진대피소,실내대피소,기타,대구광역시 달서구 와룡로 222 (죽전동),대구광역시 달서구 죽전동 256-7,35.85259733,128.5376429,989.61,40,Y,053-601-4624,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
웃는얼굴 아트센터(본관),지진대피소,실내대피소,기타,대구광역시 달서구 문화회관길 160 (장기동),대구광역시 달서구 장기동 722-1,35.8434152,128.5228356,6248,500,Y,053-584-8714,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
장기초등학교(강당),지진대피소,실내대피소,학교,대구광역시 달서구 장기로 280 (장기동),대구광역시 달서구 장기동 813-3,35.84438835,128.5290634,992,300,Y,053-234-4173,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
장동초등학교(교사동),지진대피소,실내대피소,학교,대구광역시 달서구 달구벌대로304길 112 (장기동),대구광역시 달서구 장기동 533-4,35.84477268,128.5318335,11591,3512,Y,053-234-4475,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구전자공업고등학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 용산로 113 (장기동),대구광역시 달서구 장기동 464-10,35.8479269,128.5298951,1949,590,Y,053-231-8490,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
장성초등학교(강당),지진대피소,실내대피소,학교,대구광역시 달서구 달구벌대로 1429-11,대구광역시 달서구 장기동 50,35.85037173,128.5232356,1749,530,Y,053-234-4568,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구시각장애인복지관,지진대피소,실내대피소,기타,대구광역시 달서구 달구벌대로291길 100 (용산동),대구광역시 달서구 용산동 230-17,35.85355275,128.5254487,1734.75,140,Y,053-526-9988,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구직업능력개발원,지진대피소,실내대피소,기타,대구광역시 달서구 장산남로 11 (용산동),대구광역시 달서구 용산동 230-9,35.85157879,128.5295541,16603,1400,Y,053-550-6010,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구청각.언어장애인복지관,지진대피소,실내대피소,기타,대구광역시 달서구 달구벌대로291길 100 (용산동),대구광역시 달서구 용산동 230-17,35.85355275,128.5254487,2435.67,200,Y,053-527-0350,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
용산2동행정복지센터,지진대피소,실내대피소,기타,대구광역시 달서구 선원로 278 (용산동),대구광역시 달서구 용산동 499-7,35.85844861,128.5230121,988,99,Y,053-667-4302,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
성지초등학교(강당),지진대피소,실내대피소,학교,대구광역시 달서구 새동네로 27 (용산동),대구광역시 달서구 용산동 412-4,35.85327587,128.5186602,891.6,270,Y,053-234-4330,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
성서노인종합복지관,지진대피소,실내대피소,기타,대구광역시 달서구 선원로 203 (용산동),대구광역시 달서구 용산동 505-4,35.85946622,128.5148917,2492,755,Y,053-667-3596,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
