주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
156-1-000098,월배로88길인근,공영,노상,대구광역시 달서구 월배로88길(송현동),대구광역시 달서구 송현동 950,11,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8303192,128.5500223,2018-05-11,3470000,대구광역시 달서구,
156-1-000099,월배로93길인근,공영,노상,대구광역시 달서구 월배로93길(송현동),대구광역시 달서구 송현동 950,22,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8303192,128.5500223,2018-05-11,3470000,대구광역시 달서구,
156-1-000100,일광아파트 인근,공영,노상,대구광역시 달서구 죽전4길,대구광역시 달서구 감삼동 358,6,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8534105,128.5441233,2018-05-11,3470000,대구광역시 달서구,
156-1-000101,죽전1길 인근,공영,노상,대구광역시 달서구 죽전1길,대구광역시 달서구 죽전동 219-2,12,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8541939,128.5389148,2018-05-11,3470000,대구광역시 달서구,
156-1-000102,죽전2길 인근,공영,노상,대구광역시 달서구 죽전2길,대구광역시 달서구 감삼동 358,2,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.851301,128.5342748,2018-05-11,3470000,대구광역시 달서구,
156-1-000103,죽전동주민센터,공영,노상,대구광역시 달서구 죽전1안길,대구광역시 달서구 죽전동 339,17,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8513101,128.5342748,2018-05-11,3470000,대구광역시 달서구,
156-1-000104,죽전초등학교,공영,노상,대구광역시 달서구 와룡로58길,대구광역시 달서구 죽전동 339,24,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8512802,128.5392837,2018-05-11,3470000,대구광역시 달서구,
156-1-000105,중흥로12길인근,공영,노상,대구광역시 달서구 중흥로12길(송현동),대구광역시 달서구 송현동 2024,18,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8282189,128.5567713,2018-05-11,3470000,대구광역시 달서구,
156-1-000106,중흥로16길인근,공영,노상,대구광역시 달서구 중흥로16길(송현동),대구광역시 달서구 송현동 2025,40,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8272885,128.5577727,2018-05-11,3470000,대구광역시 달서구,
156-1-000107,학산로47길인근,공영,노상,대구광역시 달서구 학산로47길(송현동),대구광역시 달서구 송현동 950,9,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8303192,128.5500223,2018-05-11,3470000,대구광역시 달서구,
156-1-000108,학산로50안길인근,공영,노상,대구광역시 달서구 학산로50안길(송현동),대구광역시 달서구 송현동 950,2,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8303192,128.5500223,2018-05-11,3470000,대구광역시 달서구,
156-1-000109,학산로인근,공영,노상,대구광역시 달서구 월성동 학산로(월성동),대구광역시 달서구 월성동 363,18,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.8293044,128.5335082,2018-05-11,3470000,대구광역시 달서구,
156-1-000110,한영은하아파트 인근,공영,노상,대구광역시 달서구 월곡로43길(상인동),대구광역시 달서구 상인동 1477,23,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8100219,128.5381155,2018-05-11,3470000,대구광역시 달서구,
156-1-000111,호산로27길인근,공영,노상,대구광역시 달서구 호산로27길,대구광역시 달서구 파호동 86,55,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8498031,128.4756395,2018-05-11,3470000,대구광역시 달서구,
156-1-000112,홈마트대곡점 인근,공영,노상,대구광역시 달서구 월곡로(동원동),대구광역시 달서구 도원동 616-2,13,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8071125,128.5487948,2018-05-11,3470000,대구광역시 달서구,
156-1-000113,신당로 노상주차장,공영,노상,,대구광역시 달서구 신당동 1815,84,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3016,35.8536780746,128.496248,2018-05-11,3470000,대구광역시 달서구,
101-1-000006,DDP동측(양쪽),공영,노상,서울특별시 중구 을지로 281 (을지로7가),서울특별시 중구 신당동 2-36,21,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.565526,127.009750,2018-08-01,B553774,서울시설공단,
101-1-000007,DDP북측 마장로,공영,노상,서울특별시 중구 신당동 222-3,서울특별시 중구 신당동 222-3,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.568218,127.010963,2018-08-01,B553774,서울시설공단,
116-1-000002,가마산고가밑,공영,노상,서울특별시 구로구 구로동 414-13,서울특별시 구로구 구로동 414-13,18,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,031-405-8808,37.492863,126.882748,2018-08-01,B553774,서울시설공단,
117-1-000001,가산동 금천교,공영,노상,서울특별시 금천구 가산동 677,서울특별시 금천구 가산동 677,40,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,031-405-8808,37.466415,126.887035,2018-08-01,B553774,서울시설공단,
115-2-000004,가양3동,공영,노외,서울특별시 강서구 가양동 1488-12,서울특별시 강서구 가양동 1488-12,54,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.560525,126.859687,2018-08-01,B553774,서울시설공단,
115-2-000006,가양라이품,공영,노외,서울특별시 강서구 강서로 515,서울특별시 강서구 가양동 1457-1,39,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.571491,126.841611,2018-08-01,B553774,서울시설공단,
116-1-000003,개봉역(남단),공영,노상,서울특별시 구로구 개봉동 403-31,서울특별시 구로구 개봉동 403-31,30,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,031-405-8808,37.493024,126.856043,2018-08-01,B553774,서울시설공단,
116-1-000004,개봉역(북),공영,노상,서울특별시 구로구 개봉동 353-23,서울특별시 구로구 개봉동 353-23,11,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,150,,,,,,,,서울특별시시설관리공단,02-850-0916,37.495483,126.856286,2018-08-01,B553774,서울시설공단,
116-1-000005,개봉역(중앙),공영,노상,서울특별시 구로구 개봉동 403-10,서울특별시 구로구 개봉동 403-10,29,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,031-405-8808,37.494479,126.856192,2018-08-01,B553774,서울시설공단,
115-2-000001,개화산역,공영,노외,서울특별시 강서구 방화동 845,서울특별시 강서구 방화동 845,324,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2662-6415,37.572362,126.805774,2018-08-01,B553774,서울시설공단,
115-2-000002,개화역,공영,노외,서울특별시 강서구 개화동로8길 19 (개화동),서울특별시 강서구 개화동 490-3,387,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2290-6312,37.577917,126.798208,2018-08-01,B553774,서울시설공단,
115-2-000005,공항동(송정역),공영,노외,서울특별시 강서구 공항동 42-8,서울특별시 강서구 공항동 42-8,11,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,,,,,,,,서울특별시시설관리공단,,37.560321,126.810614,2018-08-01,B553774,서울시설공단,
100-1-000017,관철동,공영,노상,서울특별시 종로구 청계천로 83 (관철동),"서울특별시 종로구 관철동 11-4, 11-14",7,1,미시행,평일+토요일+공휴일,09:00,22:00,09:00,14:00,00:00,00:00,혼합,30,2000,,,,,,,,서울특별시시설관리공단,02-738-0909,37.568437,126.986713,2018-08-01,B553774,서울시설공단,
116-1-000006,구로고가밑,공영,노상,서울특별시 구로구 구로동 127-30,서울특별시 구로구 구로동 127-30,11,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,031-405-8808,37.479505,126.889342,2018-08-01,B553774,서울시설공단,
116-2-000001,구로디지털단지역,공영,노외,서울특별시 구로구 구로동 1123,서울특별시 구로구 구로동 1123,93,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-859-6318,37.485258,126.901611,2018-08-01,B553774,서울시설공단,
120-2-000001,구로디지털단지역(상),공영,노외,서울특별시 관악구 신사로 7 (신림동),서울특별시 관악구 신림동 1677-4,33,3,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,5,100,,,,,,,,서울특별시시설관리공단,031-405-8808,37.484644,126.903739,2018-08-01,B553774,서울시설공단,
111-2-000001,구파발역,공영,노외,서울특별시 은평구 진관동 66-30,서울특별시 은평구 진관동 66-30,401,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2290-6088,37.638085,126.919142,2018-08-01,B553774,서울시설공단,
100-1-000011,낙원상가,공영,노상,서울특별시 종로구 낙원동 284-5,서울특별시 종로구 낙원동 284-5,20,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,500,,,,,,,,서울특별시시설관리공단,02-864-8400,37.572625,126.987728,2018-08-01,B553774,서울시설공단,
101-1-000008,남대문 시장,공영,노상,서울특별시 중구 남창동 51-4,서울특별시 중구 남창동 51-4,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.559556,127.975791,2018-08-01,B553774,서울시설공단,
101-1-000003,남대문 초입,공영,노상,서울특별시 중구 남창동 소월길 51-4,서울특별시 중구 남창동 소월길 51-4,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.559718,126.975617,2018-08-01,B553774,서울시설공단,
101-1-000026,남대문 화물,공영,노상,서울특별시 중구 남대문로 4가 24-1(남대문로 18),서울특별시 중구 남대문로 4가 24-1(남대문로 18),9,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,유료,5,500,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.560708,126.976815,2018-08-01,B553774,서울시설공단,
117-2-000001,남부여성발전센터,공영,노외,서울특별시 금천구 독산로50길 23 (시흥동),서울특별시 금천구 시흥동 산 139-2,129,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,,,,,,,,서울특별시시설관리공단,070-7119-2603,37.463149,126.906039,2018-08-01,B553774,서울시설공단,
101-1-000002,남산공원 소월로,공영,노상,서울특별시 중구 남대문로5가 450,서울특별시 중구 남대문로5가 450,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.555067,126.977016,2018-08-01,B553774,서울시설공단,
101-1-000011,남산공원 소파로,공영,노상,서울특별시 중구 남창동 205-107,서울특별시 중구 남창동 205-107,22,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.556088,126.978459,2018-08-01,B553774,서울시설공단,
101-1-000023,남산소파길,공영,노상,서울특별시 중구 예장동 8-189,서울특별시 중구 예장동 8-189,15,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,,,,,,,,서울특별시시설관리공단,,37.556955,126.985811,2018-08-01,B553774,서울시설공단,
101-1-000019,남산케이블카,공영,노상,서울특별시 중구 소파로 83 (회현동1가),서울특별시 중구 회현동 1가 산 1-19(소파로),18,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.556667,126.984090,2018-08-01,B553774,서울시설공단,
101-1-000020,남산파출소,공영,노상,서울특별시 중구 회현동1가 147-32,서울특별시 중구 회현동1가 147-32,13,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.555116,126.981860,2018-08-01,B553774,서울시설공단,
101-2-000001,남산한옥마을,공영,노외,서울특별시 중구 필동2가 83-1,서울특별시 중구 필동2가 83-1,17,2,미시행,평일+토요일+공휴일,09:00,20:00,09:00,20:00,09:00,20:00,유료,5,250,,,,,,,,서울특별시시설관리공단,02-2275-6122,37.560036,126.992741,2018-08-01,B553774,서울시설공단,
110-2-000002,당고개아래,공영,노외,서울특별시 노원구 상계3동 65-40,서울특별시 노원구 상계3동 65-40,130,3,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,5,150,,,,,,,,서울특별시시설관리공단,070-7119-2603,37.667856,127.076858,2018-08-01,B553774,서울시설공단,
110-1-000001,당고개위,공영,노상,서울특별시 노원구 상계3동 111-568,서울특별시 노원구 상계3동 111-568,34,3,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,5,150,,,,,,,,서울특별시시설관리공단,070-7119-2603,37.670852,127.080986,2018-08-01,B553774,서울시설공단,
110-1-000002,당고개전철밑,공영,노상,서울특별시 노원구 상계3동 140-66,서울특별시 노원구 상계3동 140-66,88,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,070-7119-2603,37.664208,127.075478,2018-08-01,B553774,서울시설공단,
118-1-000001,당산고가밑,공영,노상,서울특별시 영등포구 당산동5가 9-15,서울특별시 영등포구 당산동5가 9-15,23,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,032-872-7078,37.532568,126.900688,2018-08-01,B553774,서울시설공단,
118-2-000004,당산노외,공영,노외,서울특별시 영등포구 당산동3가 2-1,서울특별시 영등포구 당산동3가 2-1,237,3,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,5,150,,,,,,,,서울특별시시설관리공단,032-872-7078,37.526223,126.899395,2018-08-01,B553774,서울시설공단,
116-2-000003,대림노외,공영,노외,서울특별시 구로구 구로동 125-32,서울특별시 구로구 구로동 125-32,93,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,유료,5,150,,,,,,,,서울특별시시설관리공단,032-872-7078,37.493238,126.893914,2018-08-01,B553774,서울시설공단,
118-1-000002,대림역,공영,노상,서울특별시 영등포구 대림동 808-24,서울특별시 영등포구 대림동 808-24,24,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,032-872-7078,37.492914,126.895325,2018-08-01,B553774,서울시설공단,
116-1-000001,대림역2,공영,노상,서울특별시 구로구 구로동 73-9,서울특별시 구로구 구로동 73-9,35,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,,37.494945,126.893836,2018-08-01,B553774,서울시설공단,
108-1-000001,도봉로 15길,공영,노상,서울특별시 강북구 미아동 458-7,서울특별시 강북구 미아동 458-7,20,3,미시행,평일+토요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,070-7119-2603,37.616741,127.028196,2018-08-01,B553774,서울시설공단,
109-2-000003,도봉산,공영,노외,서울특별시 도봉구 도봉동 282-26,서울특별시 도봉구 도봉동 282-26,194,2,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,5,250,,,,,,,,서울특별시시설관리공단,070-7119-2603,37.687624,127.040616,2018-08-01,B553774,서울시설공단,
109-2-000002,도봉산역,공영,노외,서울특별시 도봉구 도봉로 955 (도봉동),서울특별시 도봉구 도봉동 288-19,364,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2290-6047,37.689719,127.044822,2018-08-01,B553774,서울시설공단,
112-1-000001,독립문고가밑,공영,노상,서울특별시 서대문구 증가로2길 1,서울특별시 서대문구 영천동 54-11,11,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.571634,126.959627,2018-08-01,B553774,서울시설공단,
117-1-000002,독산동 금천교,공영,노상,서울특별시 금천구 독산동 1081-4,서울특별시 금천구 독산동 1081-4,22,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,031-405-8808,37.466822,126.889377,2018-08-01,B553774,서울시설공단,
101-1-000018,돈화문로,공영,노상,서울특별시 중구 을지로3가 296-24,서울특별시 중구 을지로3가 296-24,50,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,500,,,,,,,,서울특별시시설관리공단,02-2272-8821,37.565223,126.992589,2018-08-01,B553774,서울시설공단,
101-2-000015,동국제강,공영,노외,서울특별시 중구 남대문로10길 13 (삼각동),서울특별시 중구 삼각동 111-1,13,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,500,,,,,,,,서울특별시시설관리공단,02-864-8400,37.567229,126.983470,2018-08-01,B553774,서울시설공단,
101-2-000004,동대문,공영,노외,서울특별시 중구 마장로 22 (신당동),서울특별시 중구 신당동 251-7,1098,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,400,,,,,,,,서울특별시시설관리공단,02-2254-4901,37.567161,127.012132,2018-08-01,B553774,서울시설공단,
105-1-000001,동부청과,공영,노상,서울특별시 동대문구 용두동 8-1,서울특별시 동대문구 용두동 8-1,25,2,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,5,250,,,,,,,,서울특별시시설관리공단,02-2272-8821,37.577376,127.044528,2018-08-01,B553774,서울시설공단,
100-1-000008,동순라길(종묘),공영,노상,서울특별시 종로구 인의동 112-10,서울특별시 종로구 인의동 112-10,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,서울특별시시설관리공단,02-2290-6449,37.572366,126.996510,2018-08-01,B553774,서울시설공단,
119-2-000002,동작대교,공영,노외,서울특별시 동작구 동작대로 335 (동작동),서울특별시 동작구 동작동 316-3,87,4,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.505942,126.980263,2018-08-01,B553774,서울시설공단,
119-1-000001,동작대교(위),공영,노상,서울특별시 동작구 동작대로 335 (동작동),서울특별시 동작구 동작동 316-3,50,3,미시행,평일+토요일+공휴일,13:00,22:00,13:00,22:00,13:00,22:00,유료,5,150,,,,,,,,서울특별시시설관리공단,031-903-3345,37.506095,126.980262,2018-08-01,B553774,서울시설공단,
122-1-000004,동호대교(남),공영,노상,서울특별시 강남구 압구정동 435,서울특별시 강남구 압구정동 435,18,4,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,00:00,00:00,혼합,5,100,,,,,,,,서울특별시시설관리공단,02-445-0501,37.527308,127.028324,2018-08-01,B553774,서울시설공단,
101-1-000021,마른내길,공영,노상,서울특별시 중구 마른내로 59 (인현동1가),서울특별시 중구 인현동1가 87-10,41,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,500,,,,,,,,서울특별시시설관리공단,02-2272-8821,37.564474,126.994477,2018-08-01,B553774,서울시설공단,
101-1-000024,마른내로,공영,노상,서울특별시 중구 오장동,서울특별시 중구 오장동,17,1,미시행,평일+토요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,혼합,5,500,,,,,,,,서울특별시시설관리공단,02-2273-0006,37.564409,126.999836,2018-08-01,B553774,서울시설공단,
113-2-000001,마포유수지,공영,노외,서울특별시 마포구 마포대로1길 9 (마포동),서울특별시 마포구 마포동 36-1,508,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,,,,,,,,서울특별시시설관리공단,02-711-8851,37.538790,126.942649,2018-08-01,B553774,서울시설공단,
113-2-000002,망원동,공영,노외,서울특별시 마포구 월드컵로 131 (망원동),서울특별시 마포구 망원동 478-10,20,4,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,100,,,,,,,,서울특별시시설관리공단,02-300-5053,37.559666,126.906454,2018-08-01,B553774,서울시설공단,
124-2-000002,명일동,공영,노외,서울특별시 강동구 명일2동 47-9,서울특별시 강동구 명일2동 47-9,11,2,미시행,평일+토요일+공휴일,09:00,20:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,02-445-0501,37.553580,127.155883,2018-08-01,B553774,서울시설공단,
114-2-000003,목동노외,공영,노외,서울특별시 양천구 목동 905-32,서울특별시 양천구 목동 905-32,48,3,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,150,,,,,,,,서울특별시시설관리공단,02-2664-1386,37.533411,126.876560,2018-08-01,B553774,서울시설공단,
114-2-000002,목동체비지,공영,노외,서울특별시 양천구 목동 908-26,서울특별시 양천구 목동 908-26,50,2,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,5,250,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.537009,126.880635,2018-08-01,B553774,서울시설공단,
118-1-000003,문래1동,공영,노상,서울특별시 영등포구 문래동3가 54-12,서울특별시 영등포구 문래동3가 54-12,11,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,032-872-7078,37.513408,126.897400,2018-08-01,B553774,서울시설공단,
112-2-000001,미근동,공영,노외,서울특별시 서대문구 미근동 267-3,서울특별시 서대문구 미근동 267-3,27,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,02-360-8527,37.562217,126.968306,2018-08-01,B553774,서울시설공단,
115-1-000001,방화로,공영,노상,서울특별시 강서구 방화동 796,서울특별시 강서구 방화동 796,62,4,미시행,평일+토요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,혼합,5,100,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.569886,126.815804,2018-08-01,B553774,서울시설공단,
115-2-000006,방화역(동),공영,노외,서울특별시 강서구 방화동 830-4,서울특별시 강서구 방화동 830-4,66,4,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.577250,126.813278,2018-08-01,B553774,서울시설공단,
115-2-000007,방화역(서),공영,노외,서울특별시 강서구 방화동 829-1,서울특별시 강서구 방화동 829-1,66,4,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,08:00,21:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-2663-6209,37.577527,126.812129,2018-08-01,B553774,서울시설공단,
115-2-000008,방화우체국,공영,노외,서울특별시 강서구 방화동 365-5,서울특별시 강서구 방화동 365-5,18,4,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,100,,,,,,,,서울특별시시설관리공단,,37.579612,126.814605,2018-08-01,B553774,서울시설공단,
101-1-000016,배오개길,공영,노상,서울특별시 중구 창경궁로 33-1 (예관동),서울특별시 중구 예관동 22-1,9,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,500,,,,,,,,서울특별시시설관리공단,02-2272-8821,37.565306,126.997980,2018-08-01,B553774,서울시설공단,
119-2-000003,보라매상업,공영,노외,서울특별시 동작구 신대방동 431-3,서울특별시 동작구 신대방동 431-3,78,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,,,,,,,,서울특별시시설관리공단,031-903-3345,37.490449,126.923368,2018-08-01,B553774,서울시설공단,
123-2-000002,복정역,공영,노외,서울특별시 송파구 장지동 561-9,서울특별시 송파구 장지동 561-9,365,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,,,,,,,,서울특별시시설관리공단,02-3443-9240,37.471045,127.126758,2018-08-01,B553774,서울시설공단,
120-1-000001,봉천복개3,공영,노상,서울특별시 관악구 신림동 1467-3,서울특별시 관악구 신림동 1467-3,67,2,미시행,평일+토요일+공휴일,09:00,19:00,09:00,15:00,00:00,00:00,혼합,5,250,,,,,,,,서울특별시시설관리공단,031-903-3345,37.487895,126.930979,2018-08-01,B553774,서울시설공단,
106-2-000002,봉화산역(남),공영,노외,서울특별시 중랑구 신내동647,서울특별시 중랑구 신내동647,85,5,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,5,50,,,,,,,,서울특별시시설관리공단,070-7119-2603,37.616427,127.091907,2018-08-01,B553774,서울시설공단,
